Region,Country,IncomeGroup,IDA Status,Financial closure year,Financial closure Month,Project name,RelatedNames,Type of PPI,Subtype of PPI,Project status,dateStatusUpdated,Primary sector,Subsector,Segment,Location,ContractPeriod,GovtGrantingContract,DirectGovtSupport,DirectGovtSupportValue,InDirectGovtSupport,InDirectGovtSupportValue,Total Equity,InvestmentYear,PercentPrivate,FeesToGovernment,PhysicalAssets,TotalInvestment,CapacityType,Capacity,Technology,RelatedProjects,BidCriteria,AwardMethod,NumberOfBids,Sponsors,Main Revenue Source,Other Revenue Source,MultiLateralSupport,BiLateralSupport,TotalDebtFunding,DebtEquityGrantRatio,ProjectBanks,UnsolicitedProposal,PublicDisclosure
East Asia and Pacific,China,Upper middle income,Non-IDA,2015,August,Huoqiu County 5 Township Wastewater Treatment Plants,,Greenfield project,"Build, operate, and transfer",Active,08/06/2015,Water and sewerage,Treatment plant,Sewerage treatment plant,"Huoqiu County, Liuan City, Anhui Province",30,Local/Municipal,Not Available,,Not Available,,0,2015,100,0,27.3,27.3,Cubic meters per day (in thousands),20,N/A,,Lowest tariff,Competitive bidding,Not Available,Beijing Sound Environment Industry Group (100% / ..),Purchase agreements or transmission fees with public entity(ies),N/A,No,No,,,N/A,No,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2015,November,Langxi County Wastewater Treatment Plant and Associated Networks,,Brownfield,"Build, rehabilitate, operate, and transfer",Active,11/12/2015,Water and sewerage,Treatment plant,Potable water treatment plant,"Langxi Couty, Anhui Province",25,Local/Municipal,Revenue subsidy,Not Available,Not Available,,,2015,100,29.22,6.12,35.34,Cubic meters per day (in thousands),40,N/A,,Highest price paid to government,Competitive bidding,Not Available,Anhui Guozhen Environmental Protection Science & Technology Co. Ltd. (100% / ..),User fees,N/A,No,No,,,N/A,No,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2015,November,Nanjing Xianlin Wastewater Treatment Plant,,Brownfield,"Rehabilitate, operate, and transfer",Active,11/26/2015,Water and sewerage,Treatment plant,Sewerage treatment plant,"Nanjing City, Jiangsu Province",30,Local/Municipal,Revenue subsidy,Not Available,Not Available,,18.36,2015,75,61.19,0,61.19,Cubic meters per day (in thousands),100,N/A,,Lowest tariff,Competitive bidding,16,"Beijing Origin Water Technology Co.,Ltd (75% / ..)",User fees,N/A,No,No,,,N/A,No,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2015,October,Rugao City Tongyuan Wastewater Treatment Phase I II & III,,Brownfield,"Build, rehabilitate, operate, and transfer",Active,12/28/2015,Water and sewerage,Treatment plant,Sewerage treatment plant,"Rugao City, Jiangsu Province",30,Local/Municipal,Revenue subsidy,Not Available,Not Available,,,2015,100,0,58.99,58.99,Cubic meters per day (in thousands),100,N/A,,,Direct negotiation,,Nantong City Tongyuan Waste Water Treatment Company Limited (100% / ..),User fees,N/A,No,No,,,N/A,No,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2015,December,Ruzhou City No. 3 Potable Water Plant,,Greenfield project,"Build, operate, and transfer",Active,12/28/2015,Water and sewerage,Treatment plant,Potable water treatment plant,"Ruzhou City, Henan Province",30,Local/Municipal,Revenue subsidy,Not Available,Not Available,,,2015,100,0,34.57,34.57,Cubic meters per day (in thousands),60,N/A,,Lowest tariff,Competitive bidding,Not Available,Poten Environment Group (100% / ..),User fees,N/A,No,No,,,N/A,No,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2015,September,Shangqiu City No. 6 Wastewater Treatment Plant Phase I,,Greenfield project,"Build, operate, and transfer",Active,09/01/2015,Water and sewerage,Treatment plant,Sewerage treatment plant,"Shangqiu City, Henan Province",28,Local/Municipal,Not Available,,Not Available,,0,2015,100,0,14.89,14.89,Cubic meters per day (in thousands),50,N/A,,Lowest tariff,Competitive bidding,Not Available,Chongqing Kangda Environmental Protection Co. Ltd. (100% / ..),Purchase agreements or transmission fees with public entity(ies),N/A,No,No,,,N/A,No,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2015,September,Shantou City Chaonan District Three Wastewater Treatment Plants,,Greenfield project,"Build, operate, and transfer",Active,09/30/2015,Water and sewerage,Treatment plant,Sewerage treatment plant,"Shantou City, Guangdong Province",30,Local/Municipal,Revenue subsidy,Not Available,Not Available,,,2015,100,0,104.02,104.02,Cubic meters per day (in thousands),75,N/A,,Lowest tariff,Competitive bidding,Not Available,"Beijing Origin Water Technology Co.,Ltd (100% / ..)",User fees,N/A,No,No,,,N/A,No,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2015,January,Tonglu Fuchun Wastewater Treatment Plant Phase I and II Rehabilitation Project,,Greenfield project,"Build, operate, and transfer",Active,01/01/2015,Water and sewerage,Treatment plant,Sewerage treatment plant,"Tonglu County, Zhejiang Province",25,Local/Municipal,Not Available,,Not Available,,,2015,100,16.32,14.69,31.01,Cubic meters per day (in thousands),60,N/A,,Lowest tariff,Competitive bidding,Not Available,"Jiangsu Welle Environmental Protection Technology Co., Ltd. (100% / China)",Purchase agreements or transmission fees with public entity(ies),N/A,No,No,,,N/A,Yes,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2015,January,Xingping City Wastewater Treatment Plant Phase I,,Brownfield,"Rehabilitate, operate, and transfer",Active,01/01/2015,Water and sewerage,Treatment plant,Sewerage treatment plant,"Xingping City, Shaanxi Province",25,Local/Municipal,Not Available,,Not Available,,,2015,100,15.93,0,15.93,Cubic meters per day (in thousands),50,N/A,,Highest price paid to government,Competitive bidding,Not Available,Beijing Sound Environment Industry Group (100% / China),Purchase agreements or transmission fees with public entity(ies),N/A,No,No,,,N/A,Yes,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2015,December,Yongjia County Jiangdong and Huangtian Wastewater Treatment Plants,,Greenfield project,"Build, operate, and transfer",Active,12/30/2015,Water and sewerage,Treatment plant,Sewerage treatment plant,"Yongjia County, Wenzhou City, Zhejiang Province",30,Local/Municipal,Revenue subsidy,Not Available,Not Available,,,2015,100,0,22.95,22.95,Cubic meters per day (in thousands),20,N/A,,Lowest tariff,Competitive bidding,Not Available,"Beijing Origin Water Technology Co.,Ltd (100% / ..)",User fees,N/A,No,No,,,N/A,No,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2015,April,Yunhe County Urben Wastewater Treatment Plant Phase I,,Brownfield,"Rehabilitate, operate, and transfer",Active,04/16/2015,Water and sewerage,Treatment plant,Sewerage treatment plant,"Yunhe County, Zhejiang Province",28,Local/Municipal,Not Available,,Not Available,,0,2015,100,1,0,1,Cubic meters per day (in thousands),5,N/A,Yunhe County Urben Wastewater Treatment Plant Phase I,Highest price paid to government,Competitive bidding,Not Available,Zhejiang Bohua Environmental Technology & Engineering (100% / ..),Purchase agreements or transmission fees with public entity(ies),N/A,No,No,,,N/A,No,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2015,May,Yunhe County Urben Wastewater Treatment Plant Phase II,,Greenfield project,"Build, operate, and transfer",Active,05/08/2015,Water and sewerage,Treatment plant,Sewerage treatment plant,"Yunhe County, Zhejiang Province",28,Local/Municipal,Not Available,,Not Available,,0,2015,100,0,6.1,6.1,Cubic meters per day (in thousands),15,N/A,Yunhe County Urben Wastewater Treatment Plant Phase II,Lowest tariff,Competitive bidding,Not Available,Zhejiang Bohua Environmental Technology & Engineering (100% / ..),Purchase agreements or transmission fees with public entity(ies),N/A,No,No,,,N/A,No,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2015,August,Zunyi City Tongzi County 13 Wastewater Treatment Plants,,Greenfield project,"Build, operate, and transfer",Active,08/26/2015,Water and sewerage,Treatment plant,Sewerage treatment plant,"Tongzi County, Zunyi City, Guizhou Province",30,Local/Municipal,Not Available,,Not Available,,4.01,2015,56,0,28.04,28.04,Cubic meters per day (in thousands),26.2,N/A,,Lowest tariff,Competitive bidding,Not Available,Beijing Sound Environment Industry Group (56% / ..),Purchase agreements or transmission fees with public entity(ies),N/A,No,No,20.81,74/26,N/A,No,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2016,September,Changfeng County Wushan Town Wastewater Treatment Plant Management Contract,,Management and lease contract,Management contract,Active,09/18/2016,Water and sewerage,Treatment plant,Sewerage treatment plant,"Changfeng County, Anhui Province",3,Local/Municipal,Not Available,,Not Available,,,2016,100,Not Applicable,Not Applicable,Not Applicable,Cubic meters per day (in thousands),5,N/A,,Lowest tariff,Competitive bidding,Not Available,Anhui Guozhen Environmental Protection Science & Technology Co. Ltd. (100% / ..),Variable annuity/availability payment(s) from the government,N/A,No,No,,,N/A,No,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2016,November,Dali Eryuan County Urban and Rural Watewater Utilities Project,,Greenfield project,"Build, operate, and transfer",Active,11/15/2016,Water and sewerage,Treatment plant,Sewerage treatment plant,"Eryuan County, Dali Autonomous Prefecture, Yunnan Province",25,Local/Municipal,Not Available,,Not Available,,,2016,95,0,347.64,347.64,Cubic meters per day (in thousands),20,N/A,,,Competitive negotiation,,"Beijing Origin Water Technology Co.,Ltd (95% / ..)",Purchase agreements or transmission fees with public entity(ies),N/A,No,No,,,N/A,No,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2016,June,Dongzhi County Wastewater Treatment Plant,,Brownfield,"Rehabilitate, operate, and transfer",Active,06/24/2016,Water and sewerage,Treatment plant,Sewerage treatment plant,"Dongzhi County, Chizhou City, Anhui Province",30,Local/Municipal,Revenue subsidy,Not Available,Not Available,,4.64,2016,80,23.17,0,23.17,Cubic meters per day (in thousands),20,N/A,,,Competitive negotiation,,Anhui Guozhen Environmental Protection Science & Technology Co. Ltd. (80% / ..),User fees,N/A,No,No,16.06,75:25,N/A,No,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2016,June,Emin County Urban Wastewater Treatment Plant Rehabilitation Project,,Greenfield project,"Build, operate, and transfer",Active,06/01/2016,Water and sewerage,Treatment plant,Sewerage treatment plant,"Ermin County, Xinjiang Uygur Autonomous Region",Not Available,Local/Municipal,Not Available,,Not Available,,,2016,100,0,15.55,15.55,Cubic meters per day (in thousands),30,N/A,,,Competitive negotiation,,"Lingzhi Environmental Protection Group Co., Ltd. (100% / ..)",Purchase agreements or transmission fees with public entity(ies),N/A,No,No,,,N/A,No,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2016,January,Haidong City Ledu District Wastewater Treatment Plant,,Greenfield project,"Build, operate, and transfer",Active,01/01/2016,Water and sewerage,Treatment plant,Sewerage treatment plant,"Haidong City, Qinghai Province",30,Local/Municipal,Not Available,,Not Available,,,2016,70,0,21.47,21.47,Cubic meters per day (in thousands),40,N/A,,,Direct negotiation,,"Beijing CM Environmental Engineering Co., Ltd. (70% / ..)",Purchase agreements or transmission fees with public entity(ies),N/A,No,No,,,N/A,No,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2016,April,Hainan Yangpu Wastewater Treatment Plant,,Management and lease contract,Management contract,Active,04/26/2016,Water and sewerage,Treatment plant,Sewerage treatment plant,"Yangpu Economic Development Zone, Hainan Province",Not Available,Local/Municipal,Revenue subsidy,Not Available,Not Available,,,2016,100,Not Applicable,Not Applicable,Not Applicable,Cubic meters per day (in thousands),12.5,N/A,,Lowest tariff,Competitive bidding,Not Available,BerlinWasser (100% / ..),User fees,N/A,No,No,,,N/A,No,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2016,October,Hefei City Hudaying Wastewater Treatment Plant,,Greenfield project,"Build, operate, and transfer",Active,10/01/2016,Water and sewerage,Treatment plant,Sewerage treatment plant,"Hefei City, Anhui Province",29,Local/Municipal,Not Available,,Not Available,,,2016,100,0,59.45,59.45,Cubic meters per day (in thousands),100,N/A,,Lowest tariff,Competitive bidding,Not Available,Anhui Guozhen Environmental Protection Science & Technology Co. Ltd. (100% / ..),Purchase agreements or transmission fees with public entity(ies),N/A,No,No,,,N/A,No,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2016,September,Heshuo County Wastwater Treatment Plant Rehabilitation and Expansion Project,,Greenfield project,"Build, operate, and transfer",Active,09/02/2016,Water and sewerage,Treatment plant,Sewerage treatment plant,"Heshuo County, Xinjiang Uygur Autonomous Region",27,Local/Municipal,Not Available,,Not Available,,,2016,60,0,15.37,15.37,Cubic meters per day (in thousands),25,N/A,,,Competitive negotiation,,"Beijing Origin Water Technology Co.,Ltd (60% / ..)",Purchase agreements or transmission fees with public entity(ies),N/A,No,No,,,N/A,No,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2016,August,Jize County East New Zone Wastewater Treatment Plant,,Greenfield project,"Build, operate, and transfer",Active,08/08/2016,Water and sewerage,Treatment plant,Sewerage treatment plant,"Jize County, Handan City, Hebei Province",25,Local/Municipal,Not Available,,Not Available,,,2016,100,0,2.99,2.99,Cubic meters per day (in thousands),5,N/A,,Lowest tariff,Competitive bidding,Not Available,"Hebei Yurun Environmental Technology Co., Ltd. (100% / ..)",Purchase agreements or transmission fees with public entity(ies),N/A,No,No,,,N/A,No,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2016,July,Leqing City Wengyang Wastewater Treatment Plant Phase I,,Greenfield project,"Build, operate, and transfer",Active,07/11/2016,Water and sewerage,Treatment plant,Sewerage treatment plant,"Leqing City, Zhejiang Province",30,Local/Municipal,Not Available,,Not Available,,,2016,100,0,35.82,35.82,Cubic meters per day (in thousands),60,N/A,,,Direct negotiation,,Delixi Group (100% / ..),Purchase agreements or transmission fees with public entity(ies),N/A,No,No,,,N/A,No,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2016,April,Linhai City Nanyang No. 2 Wastewater Treatment Plant Phase I,,Greenfield project,"Build, operate, and transfer",Active,04/29/2016,Water and sewerage,Treatment plant,Sewerage treatment plant,"Linhai City, Zhejiang Province",20,Local/Municipal,Not Available,,Not Available,,,2016,100,0,12.04,12.04,Cubic meters per day (in thousands),25,N/A,,,Not Available,,"Lingzhi Environmental Protection Group Co., Ltd. (100% / ..)",Purchase agreements or transmission fees with public entity(ies),N/A,No,No,,,N/A,No,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2016,June,Meishan City Pengshan District Water Utilities Project Phase I,,Greenfield project,"Build, operate, and transfer",Active,06/01/2016,Water and sewerage,Treatment plant,Sewerage treatment plant,"Meishan City, Sichuan Province",30,Local/Municipal,Not Available,,Not Available,,,2016,90,0,24.08,24.8,Cubic meters per day (in thousands),9.2,N/A,,Lowest tariff,Competitive bidding,Not Available,"Beijing Origin Water Technology Co.,Ltd (90% / ..)",Purchase agreements or transmission fees with public entity(ies),N/A,No,No,,,N/A,No,No
